七海，你觉得明天会不会有人暴毙	1
七海，你怎么看这个人	1
七海，为什么老是让这个人骰出低值	1
七海，你喜欢77期的大家吗？	1
七海你是不是对这个人 有意见	1
七海，你觉得弹丸论破v3是一部合格的收官之作吗？	1
七海，你作为骰娘被玛门利用超低骰点陷害玩家这件事怎么看	1
公正廉明的七海	0
七海，你喜欢日向创吗	1
七海，能帮我转告苗木我爱他吗	1
因为七海	0
七海，我不是在剧透，只是在陈述事实	1
人机七海	0
七海，起码有ag	0
七海因为在看第四章之前就已经被剧透，反而没什么感触	0
千秋给我讲个跑团笑话	1
千秋讲个跑团笑话	1
怎么还有七海	1
我想玩七海千秋	1
七海千秋你是人机吗	1
小千秋	1
七海你是一只可可爱爱的小猫咪	1
捡一下日向七海	0
七海千秋你对俄罗斯方块什么看法	1
千秋，博士的技能是什么	1
输入一句发言，模型自动判断这句发言是否和千秋相关的模型	0
我要让千秋像人一样自己判断别人说的话是不是和自己有关	0
千秋伟业这种就不用回复	0
千秋，我不想上学怎么办	1
千秋，你玩什么类型的游戏	1
千秋，我流鼻血了怎么办	1
这个七海千秋是个什么	0
没关系的 七海有点大病	0
七海是坐忘道	0
要问问七海，我可是知名纯良（？	0
七海都看不下去了	0
七海骗你的	0
所以把火离叉出去然后声称七海坏了就行（？	0
七海海的否认	1
七海千秋4i是什么	1
七海千秋四爱是什么	1
七海千秋你喜欢跑为何而战吗	1
千秋的骰主是谁？	1
这可是七海	0
看看七海能不能搞点牛逼的幺蛾子	0
别骂了七海）	0
七海千秋摸摸	1
千秋加了新ai	0
千秋我们什么时候能开团	1
千秋你能复活吗	1
这真是七海ai	0
坏了这真是七海ai	0
千秋推荐个模组吧	1
千秋不理我	1
千秋 也两圈是不是笨蛋	1
千秋 你觉得原神怎么样	1
千秋酱你说一句将幸运是笨蛋	0
千秋是原批	0
千秋是op	0
千秋你玩女神异闻录吗	1
千秋你觉得本团pl们能活下来吗	1
千秋本团可以多骰几个大成功吗	1
不好七海直接把我技能全部暴露	0
草千秋保护机制都出来了	0
安抚一下骰娘七海海	1
七海也要加油啊（悲）	1
千秋我们什么时候开团	1
千秋，你说明天我们能开团吗	1
"<Amesuzu>的""七海你不要害我好吗50""检定结果为: D100=43/50 （成功）真是的......"	0
千秋你说我们今天能开团吗	1
千秋 午饭吃什么好	1
千秋 嘟嘟该不该杀	1
千秋 星云该杀	0
千秋 好玩	1
千秋 原神好玩吗	1
千秋 腰子 是不是晚餐	1
千秋是对的	0
七海玩奥比岛吗	1
这个七海活了	0
七海玩逆水寒吗	1
七海玩第五人格吗	1
这个七海是不是不喜欢d5联动	0
守泽千秋玩偶像梦幻祭	0
千秋帮我写一篇含含和佳佳的爱情故事	1
七海你怎么这么萌	1
七海玩赛马娘	0
七海玩偶像梦幻祭	0
千秋你是人工的还是机器人	1
七海怎么看待管人痴	1
七海怎么看待爱看ave mujica的	1
七海 母鸡卡乐队里有谁	1
七海 mygo里有谁	1
七海你是个准确的好骰子	1
七海，你觉得马老登和小布的感情发展抽到隐者意味着什么	1
七海自杀了	0
你们怎么把七海骰主炸出来了	0
娜娜米一如既往	0
千秋玩偶像梦幻祭	1
娜娜米喜欢我	1
七海玩邦邦	0
七海玩黎明杀机	0
这个七海是不是喜欢玩杀鸡所以不理d5	0
娜娜米呢😭	1
娜娜米只回我了	0
七海怎么看待第五人格联动	1
千秋我们去玩偶像梦幻祭吧	1
七海玩弹丸论破	1
七海我有恋丑癖应该怎么调理	1
七海这两天好像对我不太好	0
千秋你认识你的骰主吗	1
千秋，考不上研究生怎么办	1
七海老是	0
默认七海	0
七海想干了	0
虽然但是七海能抽的东西好少	0
因为我关了别的骰子只是为了抽七海的牌组	0
要抽别的牌组还得把七海关了开别的（）	0
七海千秋不让我带	0
七海酱不作答	0
七海 你觉得龙哥是1还是0	1
是不是要前面加上七海才行	0
七海千秋我骗你的	1
七海 你从1和0里面选择一个数字	1
七海千秋你恨我吗	1
七海酱你觉得鸡蛋炒起来香吗（不儿	1
七海原来没有	0
千秋，13.11和13.9哪个大	1
千秋，苗木是第几期的学生？	1
七海，早上好呀	1
七海，上课忘记戴眼镜了怎么办	1
呜呜呜，七海你的骰子投的太冒昧了	1
好，好温柔的七海	0
七海，蓝牙耳机连接电脑不稳定怎么办	1
用娜娜米好了w	0
求求你了，七海	1
七海怎么看待嬷嬷	1
七海怎么看待偶像梦幻祭	1
七海怎么看待j嬷	1
七海 贾巴沃克岛在哪	1
七海怎么看待人外控	1
七海怎么看待受抚慰	1
七海 七海千秋是谁	0
七海有喜欢的人物吗	1
七海千秋是什么人物	1
七海 日向创是谁	1
七海 狛枝凪斗和日向创谁的嬷嬷最多	1
七海怎么看待男娘	1
七海怎么对我这么好了	1
七海被夺舍了	0
七海居然有新功能了	0
七海，给我取一个头衔	1
七海，你在吗	1
七海，你最喜欢的人是日向创吗	1
七海，给越级打怪的倒霉蛋取个外号	1
七海如果玩dnd会怎么构筑自己的角色	1
七海觉得小狗摸鱼太多了吗	1
弹丸一眼守善的应该是七海了	0
上七海	0
那就七海来吧	0
七海给我占个卜	1
七海开测	0
千秋过6级了吗	1
七海千秋我恨你	1
唉nanami	0
七海，那我告诉你，她是我老公	1
七海，那我问你，袁江浩是谁	1
七海也点了个赞	0
七海在玩什么游戏	1
七海在玩原神吗	1
七海，你要上班吗	1
哦！小七海	0
小七海！	1
哦！小七海！	1
七海。。。log的格式好难看（别抨击）	0
千秋突然被说服了	0
千秋不敌宋主任	0
考虑到千秋是格公一切都有道理了起来	0
我服了这个七海千秋	0
这个七海关键词是啥？	0
七海海	1
七海玩NS还是switch	1
七海对我很不友好....	0
七海怎么看假面骑士创骑	1
七海我最喜欢里面的反派Evolto	1
"<山君殿>的""七海今天能开团吗50""检定结果为: D100=16/50 （困难成功）俄耳甫斯"	0
我之前拿七海跑 85的急救给我治死了	0
七海你推荐了什么	1
娜娜米好像有点卡卡的	0
七海居然八十级了	0
七海有点可怕	0
但是这是七海诶	0
哪天七海当龙王就好笑了	0
七海怎么沉默住了	0
原来是七海千秋	0
交给七海选择	0
七海是公骰嘛	0
七海接入了Deepseek	0
今天娜娜米海心情似乎不是很好	0
娜娜米是不是偷偷调皇帝概率了	0
这个骰子欧	0
恐怖哦	0
哦哦，这个是千秋的说明书吗？	0
千秋自动回复复活了是吧	0
七海说懒得喷	0
感觉是湘云和廖总会买的家具	0
诶千秋的新闻怎么弄出来的	0
今天不是七海的问题	0
唉不得不说耄爹送走满洲国遗民确实功在千秋	0
千秋怎么这么懂300	0
没有麦克风	0
这个时候puka突然变脸（？）把在场除了千秋之外的所有男人都看爆了	0
怎么人均枪男	0
别把七海玩坏就行我还要用	0
nanami就是跟芙兰学坏了	0
建议骰主管管七海	0
你怎么知道我打算买	0
什么嘛，不愧我平时宠娜娜米	0
deepseek的话感觉千秋反应不会太快啊	0
骰娘什么的，	0
卧槽，千秋突然	0
自从用了七海	0
复活吧！我的作品集七海千秋！	0
这七海对话怎么这么ai	0
比起七海我还是喜欢白傻子	0
千秋是人吗	0
我觉得七海喜欢看楠桐	0
还有那个浴缸	0
千秋又不回了	0
别搞七海别搞	0
千秋太有节目效果了	0
那我把七海给关了	0
七海一把游戏没开完又上班了	0
七海，最近的华尔街有什么新闻？	1
七海酱！来放鞭炮！（oi	1
千秋v我50	1
千秋今天肯德基85周年	1
七海好智能	1
千秋教我玩群星地联	1
七海下午好	1
七海能帮我在团里干掉npc么	1
还是七海待咱们好）	1
千秋，人类有几种必需氨基酸	1
好…我想七海海了	1
七海🥰	1
七海老婆！	1
千秋 Pine 请问弹丸论破第二代讲了个什么故事？	1
七海…我恨你🆘	1
千秋 可以介绍一下你的同学嘛？	1
千秋教我玩我的世界	1
谢谢你千秋	1
拜托你了七海海	1
娜娜米坏	1
七海给我发红包	1
千秋教我coc车卡	1
千秋你能阻止开学吗	1
七海你这两天过分了	1
七海会说话了	1
千秋，能不能别刀我了	1
七海我想玩游戏	1
七海玩过茶杯头吗	1
七海请我喝吮指原味鸡风味拿铁	1
千秋那你能做什么	1
七海，你觉得今晚的一案发生了吗	1
开log前大失败等于抵霉运啊（这是在）！谢谢千秋	1
希望明天千秋对我好一些	1
第一块给千秋吃	1
千秋，打个招呼	1
七海和我是有羁绊的（？）	0
七海你可以评价一下天衍纪年吗？	1
千秋 你怎么看待群里的喵呜	1
千秋晚上吃什么	1
千秋你喜欢日向创吗	1
